"","X_id","dataCollectionDate","beachName","windSpeed","windDirection","airTemp","rain","rainAmount","waterTemp","waterFowl","waveAction","waterClarity","turbidity"
"1395",1395,"2009-06-17","Woodbine Beaches",20,"None",17,"No",NA,NA,NA,"None","None",180
"1396",1396,"2009-06-18","Woodbine Beaches",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1397",1397,"2009-06-19","Woodbine Beaches",10,"None",21,"Yes",NA,17.8,30,"LOW","Murky",19.8
"1398",1398,"2009-06-20","Woodbine Beaches",20,"None",19,"Yes",NA,NA,15,"HIGH","Slightly murky",5.4
"1399",1399,"2009-06-21","Woodbine Beaches",NA,"NW",26,"Yes",NA,16.2,4,"LOW","Murky, silty",4
"1400",1400,"2009-06-22","Woodbine Beaches",NA,"None",NA,"N/A",19,NA,NA,"None","None",NA
"1401",1401,"2009-06-23","Woodbine Beaches",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1402",1402,"2009-06-24","Woodbine Beaches",NA,"None",NA,"N/A",4,NA,NA,"None","None",NA
"1403",1403,"2009-06-25","Woodbine Beaches",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1404",1404,"2009-06-26","Woodbine Beaches",NA,"None",NA,"N/A",7,NA,NA,"None","None",NA
"1405",1405,"2009-06-27","Woodbine Beaches",NA,"None",NA,"N/A",45,NA,NA,"None","None",NA
"1406",1406,"2009-06-28","Woodbine Beaches",NA,"None",NA,"N/A",0,NA,NA,"None","None",NA
"1407",1407,"2009-06-29","Woodbine Beaches",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1408",1408,"2009-06-30","Woodbine Beaches",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1409",1409,"2009-07-01","Woodbine Beaches",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1410",1410,"2009-07-02","Woodbine Beaches",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1411",1411,"2009-07-03","Woodbine Beaches",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1412",1412,"2009-07-04","Woodbine Beaches",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1413",1413,"2009-07-05","Woodbine Beaches",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1414",1414,"2009-07-06","Woodbine Beaches",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1415",1415,"2009-07-07","Woodbine Beaches",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1416",1416,"2009-07-08","Woodbine Beaches",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1417",1417,"2009-07-09","Woodbine Beaches",NA,"None",NA,"N/A",30,NA,NA,"None","None",NA
"1418",1418,"2009-07-10","Woodbine Beaches",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1419",1419,"2009-07-11","Woodbine Beaches",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1420",1420,"2009-07-12","Woodbine Beaches",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1421",1421,"2009-07-13","Woodbine Beaches",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1422",1422,"2009-07-14","Woodbine Beaches",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1423",1423,"2009-07-15","Woodbine Beaches",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1424",1424,"2009-07-16","Woodbine Beaches",NA,"None",NA,"N/A",0,NA,NA,"None","None",NA
"1425",1425,"2009-07-17","Woodbine Beaches",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1426",1426,"2009-07-18","Woodbine Beaches",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1427",1427,"2009-07-19","Woodbine Beaches",NA,"None",NA,"N/A",1,NA,NA,"None","None",NA
"1428",1428,"2009-07-20","Woodbine Beaches",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1429",1429,"2009-07-21","Woodbine Beaches",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1430",1430,"2009-07-22","Woodbine Beaches",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1431",1431,"2009-07-23","Woodbine Beaches",NA,"None",NA,"N/A",36,NA,NA,"None","None",NA
"1432",1432,"2009-07-24","Woodbine Beaches",NA,"None",NA,"N/A",13,NA,NA,"None","None",NA
"1433",1433,"2009-07-25","Woodbine Beaches",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1434",1434,"2009-07-26","Woodbine Beaches",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1435",1435,"2009-07-27","Woodbine Beaches",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1436",1436,"2009-07-28","Woodbine Beaches",NA,"None",NA,"N/A",2,NA,NA,"None","None",NA
"1437",1437,"2009-07-29","Woodbine Beaches",NA,"None",17,"Yes",NA,17,105,"NONE","Calm, Murky",NA
"1438",1438,"2009-07-30","Woodbine Beaches",NA,"None",NA,"N/A",NA,18,55,"LOW","Clear",NA
"1439",1439,"2009-07-31","Woodbine Beaches",NA,"SW",24,"No",NA,17,20,"LOW","Clear",NA
"1440",1440,"2009-08-01","Woodbine Beaches",NA,"NE",22,"No",NA,20.7,25,"LOW","clear with sunken algae",0.5
"1441",1441,"2009-08-02","Woodbine Beaches",NA,"None",23,"No",NA,19,50,"LOW","cleat, slightly murky in coves",1.6
"1442",1442,"2009-08-03","Woodbine Beaches",NA,"SW",19,"No",NA,17.8,20,"LOW","clear",0.2
"1443",1443,"2009-08-04","Woodbine Beaches",NA,"None",23,"N/A",34,17,200,"MOD","murky",0.6
"1444",1444,"2009-08-05","Woodbine Beaches",NA,"None",NA,"Yes",0,15.7,20,"LOW","clear",1.4
"1445",1445,"2009-08-06","Woodbine Beaches",NA,"None",NA,"N/A",NA,16.8,47,"LOW","clear",NA
"1446",1446,"2009-08-07","Woodbine Beaches",NA,"None",NA,"N/A",NA,15,15,"LOW","clear",0.2
"1447",1447,"2009-08-08","Woodbine Beaches",NA,"None",NA,"N/A",2,NA,NA,"None","None",NA
"1448",1448,"2009-08-09","Woodbine Beaches",9,"None",21,"N/A",23,18.3,110,"LOW","clear",0.2
"1449",1449,"2009-08-10","Woodbine Beaches",NA,"None",NA,"N/A",1,18.1,200,"LOW","clear",0.2
"1450",1450,"2009-08-11","Woodbine Beaches",NA,"None",NA,"N/A",12,19,150,"LOW","None",0.66
"1451",1451,"2009-08-12","Woodbine Beaches",10,"None",23,"Yes",NA,17.6,10,"LOW","clear, sunken algae",NA
"1452",1452,"2009-08-13","Woodbine Beaches",10,"None",25,"N/A",NA,20,NA,"LOW","clear",0.3
"1453",1453,"2009-08-14","Woodbine Beaches",9,"None",24,"No",NA,20.4,70,"LOW","clear",NA
"1454",1454,"2009-08-15","Woodbine Beaches",NA,"None",NA,"N/A",NA,21.6,25,"LOW","clear",0.2
"1455",1455,"2009-08-16","Woodbine Beaches",NA,"None",NA,"N/A",NA,22.9,30,"LOW","clear",0.1
"1456",1456,"2009-08-17","Woodbine Beaches",20,"SW",30,"No",NA,22.2,15,"LOW","clear",1
"1457",1457,"2009-08-18","Woodbine Beaches",25,"None",27,"No",1,25,100,"MOD","murky",4.8
"1458",1458,"2009-08-19","Woodbine Beaches",NA,"W",26,"N/A",NA,19.3,200,"LOW","clear",0.1
"1459",1459,"2009-08-20","Woodbine Beaches",15,"None",26,"Yes",29,21,67,"HIGH","murky, some debris",1.7
"1460",1460,"2009-08-21","Woodbine Beaches",NA,"S",27,"Yes",NA,18.7,160,"LOW","clear",0.4
"1461",1461,"2009-08-22","Woodbine Beaches",5,"None",24,"N/A",NA,18.1,20,"LOW","clear",0.6
"1462",1462,"2009-08-23","Woodbine Beaches",NA,"None",23,"Yes",NA,18.8,50,"LOW","clear",1
"1463",1463,"2009-08-24","Woodbine Beaches",NA,"None",22,"No",NA,20.4,65,"LOW","clear",0.4
"1464",1464,"2009-08-25","Woodbine Beaches",10,"None",23,"N/A",NA,20.7,65,"LOW","clear",0.6
"1465",1465,"2009-08-26","Woodbine Beaches",NA,"None",NA,"N/A",7,17.7,40,"LOW","clear",0.2
"1466",1466,"2009-08-27","Woodbine Beaches",9,"None",20,"N/A",0,17,20,"HIGH","clear",5.1
"1467",1467,"2009-08-28","Woodbine Beaches",25,"None",20,"No",12,20.2,20,"HIGH","murky",21.3
"1468",1468,"2009-08-29","Woodbine Beaches",NA,"SW",17,"N/A",19,17.5,50,"MOD","murky wih algae",NA
"1469",1469,"2009-08-30","Woodbine Beaches",NA,"NW",15,"N/A",NA,18,40,"LOW","murky",1.5
"1470",1470,"2009-08-31","Woodbine Beaches",NA,"None",NA,"N/A",0,19.1,80,"LOW","murky green",4.5
"1471",1471,"2009-09-01","Woodbine Beaches",NA,"NW",18,"No",NA,19,30,"LOW","semi-clear",1.3
"1472",1472,"2009-09-02","Woodbine Beaches",NA,"None",20,"No",NA,20,50,"LOW","clear",0.3
"1473",1473,"2009-09-03","Woodbine Beaches",10,"None",21,"No",NA,19.5,100,"LOW","clear",NA
"1474",1474,"2009-09-04","Woodbine Beaches",10,"None",20,"No",NA,19,250,"LOW","clear",NA
"1475",1475,"2009-09-05","Woodbine Beaches",NA,"None",24,"No",NA,19.9,55,"LOW","clear",0.6
"1476",1476,"2009-09-06","Woodbine Beaches",NA,"None",22,"No",NA,20.4,25,"MOD","clear",1.6
"1477",1477,"2009-09-07","Woodbine Beaches",NA,"None",25,"No",NA,20.2,40,"MOD","clear",1.9
"1478",1478,"2009-05-24","Cherry Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1479",1479,"2009-05-25","Cherry Beach",15,"None",19,"No",NA,7,20,"LOW","Clear",NA
"1480",1480,"2009-05-26","Cherry Beach",40,"None",17,"No",NA,NA,35,"MOD","Clear",NA
"1481",1481,"2009-05-27","Cherry Beach",10,"None",16,"Yes",NA,9,10,"LOW","Murky",NA
"1482",1482,"2009-05-28","Cherry Beach",NA,"E",15,"Yes",NA,NA,35,"LOW","Clear",NA
"1483",1483,"2009-05-29","Cherry Beach",NA,"W",13,"Yes",NA,10,5,"LOW","Murky",NA
"1484",1484,"2009-05-30","Cherry Beach",NA,"NW",10,"Yes",NA,10,12,"LOW","Semi - Clear",NA
"1485",1485,"2009-05-31","Cherry Beach",NA,"W",14,"N/A",2,11,10,"LOW","Semi-clear",NA
"1486",1486,"2009-06-01","Cherry Beach",15,"None",13,"No",6,10.5,40,"LOW","Clear",NA
"1487",1487,"2009-06-02","Cherry Beach",5,"None",15,"Yes",21,10,20,"LOW","Clear",NA
"1488",1488,"2009-06-03","Cherry Beach",5,"None",14,"No",3,10,30,"LOW","Clear",NA
"1489",1489,"2009-06-04","Cherry Beach",NA,"None",17,"No",2,13.1,30,"LOW","Clear",NA
"1490",1490,"2009-06-05","Cherry Beach",17,"None",17,"No",2,13.6,25,"LOW","Clear",NA
"1491",1491,"2009-06-06","Cherry Beach",NA,"NW",21,"Yes",20,13.1,15,"LOW","Clear",NA
"1492",1492,"2009-06-07","Cherry Beach",NA,"NE",17,"Yes",NA,13,17,"LOW","Clear",NA
"1493",1493,"2009-06-08","Cherry Beach",23,"None",15,"No",NA,12.7,NA,"LOW","Cloudy",NA
"1494",1494,"2009-06-09","Cherry Beach",10,"None",17,"Yes",4,12.4,98,"LOW","Clear",NA
"1495",1495,"2009-06-10","Cherry Beach",13,"SE",18,"No",NA,13,30,"LOW","Clear",NA
"1496",1496,"2009-06-11","Cherry Beach",NA,"S",20,"No",NA,14.5,50,"LOW","Clear",NA
"1497",1497,"2009-06-12","Cherry Beach",10,"None",23,"N/A",4,14.2,5,"LOW","Clear",NA
"1498",1498,"2009-06-13","Cherry Beach",10,"None",19,"N/A",NA,15,5,"LOW","Clear",NA
"1499",1499,"2009-06-14","Cherry Beach",10,"None",18,"No",NA,15.4,30,"LOW","Clear some floating grey water",NA
"1500",1500,"2009-06-15","Cherry Beach",10,"None",20,"Yes",NA,17.3,43,"NONE","Clear",NA
"1501",1501,"2009-06-16","Cherry Beach",10,"None",20,"No",15,18.5,15,"LOW","Clear",NA
"1502",1502,"2009-06-17","Cherry Beach",20,"None",17,"No",NA,NA,NA,"None","None",NA
"1503",1503,"2009-06-18","Cherry Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1504",1504,"2009-06-19","Cherry Beach",10,"None",21,"Yes",NA,15.4,15,"LOW","Clear",NA
"1505",1505,"2009-06-20","Cherry Beach",20,"None",19,"Yes",NA,NA,67,"MOD","Clear",NA
"1506",1506,"2009-06-21","Cherry Beach",NA,"NW",26,"Yes",NA,15.5,22,"LOW","Clear",NA
"1507",1507,"2009-06-22","Cherry Beach",NA,"None",NA,"N/A",19,NA,NA,"None","None",NA
"1508",1508,"2009-06-23","Cherry Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1509",1509,"2009-06-24","Cherry Beach",NA,"None",NA,"N/A",4,NA,NA,"None","None",NA
"1510",1510,"2009-06-25","Cherry Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1511",1511,"2009-06-26","Cherry Beach",NA,"None",NA,"N/A",7,NA,NA,"None","None",NA
"1512",1512,"2009-06-27","Cherry Beach",NA,"None",NA,"N/A",45,NA,NA,"None","None",NA
"1513",1513,"2009-06-28","Cherry Beach",NA,"None",NA,"N/A",0,NA,NA,"None","None",NA
"1514",1514,"2009-06-29","Cherry Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1515",1515,"2009-06-30","Cherry Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1516",1516,"2009-07-01","Cherry Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1517",1517,"2009-07-02","Cherry Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1518",1518,"2009-07-03","Cherry Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1519",1519,"2009-07-04","Cherry Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1520",1520,"2009-07-05","Cherry Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1521",1521,"2009-07-06","Cherry Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1522",1522,"2009-07-07","Cherry Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1523",1523,"2009-07-08","Cherry Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1524",1524,"2009-07-09","Cherry Beach",NA,"None",NA,"N/A",30,NA,NA,"None","None",NA
"1525",1525,"2009-07-10","Cherry Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1526",1526,"2009-07-11","Cherry Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1527",1527,"2009-07-12","Cherry Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1528",1528,"2009-07-13","Cherry Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1529",1529,"2009-07-14","Cherry Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1530",1530,"2009-07-15","Cherry Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1531",1531,"2009-05-24","Bluffer's Beach Park",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1532",1532,"2009-05-25","Bluffer's Beach Park",15,"None",19,"No",NA,6,100,"MOD","Murky cloudy",NA
"1533",1533,"2009-05-26","Bluffer's Beach Park",40,"None",17,"No",NA,5,30,"HIGH","None",NA
"1534",1534,"2009-05-27","Bluffer's Beach Park",10,"None",16,"Yes",NA,8,17,"LOW","Murky",NA
"1535",1535,"2009-05-28","Bluffer's Beach Park",NA,"E",15,"Yes",NA,9,50,"HIGH","Murky",175
"1536",1536,"2009-05-29","Bluffer's Beach Park",NA,"W",13,"Yes",NA,9,14,"LOW","Murky",NA
"1537",1537,"2009-05-30","Bluffer's Beach Park",NA,"NW",10,"Yes",NA,9,150,"LOW","Clear",NA
"1538",1538,"2009-05-31","Bluffer's Beach Park",NA,"W",14,"N/A",2,9.5,116,"LOW","Clear",1.4
"1539",1539,"2009-06-01","Bluffer's Beach Park",15,"None",13,"No",6,13,50,"LOW","Clear",3
"1540",1540,"2009-06-02","Bluffer's Beach Park",5,"None",15,"Yes",21,NA,30,"LOW","Green and murky",NA
"1541",1541,"2009-06-03","Bluffer's Beach Park",5,"None",14,"No",3,8.2,10,"LOW","Clear",1.6
"1542",1542,"2009-06-04","Bluffer's Beach Park",NA,"None",17,"No",2,8.5,12,"LOW","Clear",2
"1543",1543,"2009-06-05","Bluffer's Beach Park",17,"None",17,"No",2,11.3,30,"LOW","Clear",0.4
"1544",1544,"2009-06-06","Bluffer's Beach Park",NA,"NW",21,"Yes",20,11.9,30,"LOW","Slightly murky",3.2
"1545",1545,"2009-06-07","Bluffer's Beach Park",NA,"NE",17,"Yes",NA,12,10,"LOW","Clear",1.5
"1546",1546,"2009-06-08","Bluffer's Beach Park",23,"None",15,"No",NA,12.9,NA,"MOD","cloudy",49.5
"1547",1547,"2009-06-09","Bluffer's Beach Park",10,"None",17,"Yes",4,13,10,"MOD","Murky",NA
"1548",1548,"2009-06-10","Bluffer's Beach Park",13,"SE",18,"No",NA,12.9,40,"LOW","Slightly murky",3.8
"1549",1549,"2009-06-11","Bluffer's Beach Park",NA,"S",20,"No",NA,14.3,35,"LOW","Clear",1.3
"1550",1550,"2009-06-12","Bluffer's Beach Park",10,"None",23,"N/A",4,15.3,17,"LOW","Murky",5.6
"1551",1551,"2009-06-13","Bluffer's Beach Park",10,"None",19,"N/A",NA,13.5,150,"LOW","Clear",NA
"1552",1552,"2009-06-14","Bluffer's Beach Park",10,"None",18,"No",NA,13,70,"LOW","Clear",NA
"1553",1553,"2009-06-15","Bluffer's Beach Park",10,"None",20,"Yes",NA,15.1,110,"LOW","Clear",0.7
"1554",1554,"2009-06-16","Bluffer's Beach Park",10,"None",20,"No",15,16,24,"MOD","Clear",NA
"1555",1555,"2009-06-17","Bluffer's Beach Park",20,"None",17,"No",NA,16,50,"HIGH","Grey Murky",154
"1556",1556,"2009-06-18","Bluffer's Beach Park",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1557",1557,"2009-06-19","Bluffer's Beach Park",10,"None",21,"Yes",NA,16.4,25,"LOW","Murky, no algae",12.2
"1558",1558,"2009-06-20","Bluffer's Beach Park",20,"None",19,"Yes",NA,NA,NA,"None","None",NA
"1559",1559,"2009-06-21","Bluffer's Beach Park",NA,"NW",26,"Yes",NA,16.3,12,"LOW","Murky, silty",25.8
"1560",1560,"2009-06-22","Bluffer's Beach Park",NA,"None",NA,"N/A",19,NA,NA,"None","None",NA
"1561",1561,"2009-06-23","Bluffer's Beach Park",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1562",1562,"2009-06-24","Bluffer's Beach Park",NA,"None",NA,"N/A",4,NA,NA,"None","None",NA
"1563",1563,"2009-06-25","Bluffer's Beach Park",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1564",1564,"2009-06-26","Bluffer's Beach Park",NA,"None",NA,"N/A",7,NA,NA,"None","None",NA
"1565",1565,"2009-06-27","Bluffer's Beach Park",NA,"None",NA,"N/A",45,NA,NA,"None","None",NA
"1566",1566,"2009-06-28","Bluffer's Beach Park",NA,"None",NA,"N/A",0,NA,NA,"None","None",NA
"1567",1567,"2009-06-29","Bluffer's Beach Park",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1568",1568,"2009-06-30","Bluffer's Beach Park",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1569",1569,"2009-07-01","Bluffer's Beach Park",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1570",1570,"2009-06-08","Gibraltar Point Beach",NA,"E",15,"Yes",10,12.3,NA,"HIGH","Brown/green cloudy",NA
"1571",1571,"2009-06-09","Gibraltar Point Beach",NA,"SW",16,"Yes",0,12.8,NA,"MOD","Clear",NA
"1572",1572,"2009-06-10","Gibraltar Point Beach",NA,"NW",14,"No",NA,12,NA,"LOW","Clear and calm",NA
"1573",1573,"2009-06-11","Gibraltar Point Beach",NA,"N",14,"No",6,13.2,NA,"LOW","floating algae, clean, calm, green",NA
"1574",1574,"2009-06-12","Gibraltar Point Beach",NA,"N",14,"N/A",3,14.6,NA,"LOW","Clear green",NA
"1575",1575,"2009-06-13","Gibraltar Point Beach",NA,"NW",16,"No",0,13.1,6,"LOW","Clear",NA
"1576",1576,"2009-06-14","Gibraltar Point Beach",NA,"NW",25,"No",NA,14,24,"LOW","Clear and green algae",NA
"1577",1577,"2009-06-15","Gibraltar Point Beach",5,"E",24,"Yes",0,16.8,NA,"LOW","Clear",NA
"1578",1578,"2009-06-16","Gibraltar Point Beach",NA,"NE",18,"No",NA,17,NA,"MOD","Clear",NA
"1579",1579,"2009-06-17","Gibraltar Point Beach",NA,"SE",14,"No",9,15.8,5,"HIGH","cloudy, slightly brown",NA
"1580",1580,"2009-06-18","Gibraltar Point Beach",NA,"None",NA,"N/A",1,NA,NA,"None","None",NA
"1581",1581,"2009-06-19","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1582",1582,"2009-06-20","Gibraltar Point Beach",NA,"None",NA,"N/A",15,NA,NA,"None","None",NA
"1583",1583,"2009-06-21","Gibraltar Point Beach",NA,"NW",14,"Yes",1,14.6,15,"LOW","cloudy green",NA
"1584",1584,"2009-06-22","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1585",1585,"2009-06-23","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1586",1586,"2009-06-24","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1587",1587,"2009-06-25","Gibraltar Point Beach",NA,"None",NA,"N/A",26,NA,NA,"None","None",NA
"1588",1588,"2009-06-26","Gibraltar Point Beach",NA,"None",NA,"N/A",0,NA,NA,"None","None",NA
"1589",1589,"2009-06-27","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1590",1590,"2009-06-28","Gibraltar Point Beach",NA,"None",NA,"N/A",4,NA,NA,"None","None",NA
"1591",1591,"2009-06-29","Gibraltar Point Beach",NA,"None",NA,"N/A",12,NA,NA,"None","None",NA
"1592",1592,"2009-06-30","Gibraltar Point Beach",NA,"None",NA,"N/A",0,NA,NA,"None","None",NA
"1593",1593,"2009-07-01","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1594",1594,"2009-07-02","Gibraltar Point Beach",NA,"None",NA,"N/A",0,NA,NA,"None","None",NA
"1595",1595,"2009-07-03","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1596",1596,"2009-07-04","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1597",1597,"2009-07-05","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1598",1598,"2009-07-06","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1599",1599,"2009-07-07","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1600",1600,"2009-07-08","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1601",1601,"2009-07-09","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1602",1602,"2009-07-10","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1603",1603,"2009-07-11","Gibraltar Point Beach",NA,"None",NA,"N/A",12,NA,NA,"None","None",NA
"1604",1604,"2009-07-12","Gibraltar Point Beach",NA,"None",NA,"N/A",0,NA,NA,"None","None",NA
"1605",1605,"2009-07-13","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1606",1606,"2009-07-14","Gibraltar Point Beach",NA,"None",NA,"N/A",0,NA,NA,"None","None",NA
"1607",1607,"2009-07-15","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1608",1608,"2009-07-16","Gibraltar Point Beach",NA,"None",NA,"N/A",0,NA,NA,"None","None",NA
"1609",1609,"2009-07-17","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1610",1610,"2009-07-18","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1611",1611,"2009-07-19","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1612",1612,"2009-07-20","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1613",1613,"2009-07-21","Gibraltar Point Beach",NA,"None",NA,"N/A",4,NA,NA,"None","None",NA
"1614",1614,"2009-07-22","Gibraltar Point Beach",NA,"None",NA,"N/A",5,NA,NA,"None","None",NA
"1615",1615,"2009-07-23","Gibraltar Point Beach",NA,"None",NA,"N/A",26,NA,NA,"None","None",NA
"1616",1616,"2009-07-24","Gibraltar Point Beach",NA,"None",NA,"N/A",8,NA,NA,"None","None",NA
"1617",1617,"2009-07-25","Gibraltar Point Beach",NA,"None",NA,"N/A",38,NA,NA,"None","None",NA
"1618",1618,"2009-07-26","Gibraltar Point Beach",NA,"None",NA,"N/A",9,NA,NA,"None","None",NA
"1619",1619,"2009-07-27","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1620",1620,"2009-07-28","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1621",1621,"2009-07-29","Gibraltar Point Beach",NA,"None",17,"Yes",NA,NA,NA,"None","None",NA
"1622",1622,"2009-07-30","Gibraltar Point Beach",NA,"None",23,"N/A",NA,NA,NA,"None","None",NA
"1623",1623,"2009-07-31","Gibraltar Point Beach",NA,"SW",25,"Yes",NA,NA,8,"LOW","Clear",NA
"1624",1624,"2009-08-01","Gibraltar Point Beach",NA,"None",NA,"N/A",1,NA,NA,"None","None",NA
"1625",1625,"2009-08-02","Gibraltar Point Beach",NA,"None",NA,"N/A",0,NA,NA,"None","None",NA
"1626",1626,"2009-08-03","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1627",1627,"2009-08-04","Gibraltar Point Beach",NA,"S",24,"No",34,19,16,"MOD","Murky",NA
"1628",1628,"2009-08-05","Gibraltar Point Beach",NA,"None",23,"Yes",0,17,20,"MOD","dark, cloudy, choppy",NA
"1629",1629,"2009-08-06","Gibraltar Point Beach",NA,"W",25,"Yes",NA,18,10,"LOW","Murky",NA
"1630",1630,"2009-08-07","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1631",1631,"2009-08-08","Gibraltar Point Beach",NA,"E",24,"No",2,61.7,10,"NONE","clear slightly green",NA
"1632",1632,"2009-08-09","Gibraltar Point Beach",NA,"SW",20,"Yes",23,17.5,1,"LOW","very clear",NA
"1633",1633,"2009-08-10","Gibraltar Point Beach",NA,"None",22,"Yes",1,17,10,"MOD","cloudy green",NA
"1634",1634,"2009-08-11","Gibraltar Point Beach",NA,"E",26,"Yes",12,18.3,2,"LOW","clear, green algae",NA
"1635",1635,"2009-08-12","Gibraltar Point Beach",NA,"None",25,"Yes",NA,NA,NA,"None","None",NA
"1636",1636,"2009-08-13","Gibraltar Point Beach",NA,"SW",28,"No",NA,19.8,1,"LOW","clear greenish",NA
"1637",1637,"2009-08-14","Gibraltar Point Beach",NA,"SW",36,"No",NA,21,NA,"LOW","clear",NA
