tfs_alarm_time,tfs_arrival_time,area_of_origin,civilian_casualties,estimated_dollar_loss,extent_of_fire,fire_alarm_system_presence,ignition_source,smoke_alarm_at_fire_origin,sprinkler_system_operation,time_diff
2019-04-02T06:51:12Z,2019-04-02T06:55:12Z,41,0,5000,1 ,P,56,PO,N,4
2019-04-02T07:36:28Z,2019-04-02T07:41:07Z,24,0,10000,2 ,P,11,PO,P,4.65
2019-04-02T13:00:36Z,2019-04-02T13:03:48Z,64,0,20000,1 ,N,71,N,N,3.2
2019-04-02T14:14:13Z,2019-04-02T14:17:49Z,24,0,1000,1 ,P,11,PO,N,3.6
2019-04-02T17:49:38Z,2019-04-02T17:54:23Z,64,0,100,1 ,P,71,P,P,4.75
2019-04-03T15:17:07Z,2019-04-03T15:20:35Z,22,1,500,1 ,P,71,PO,P,3.46666666666667
2019-05-24T21:19:34Z,2019-05-24T21:24:39Z,53,0,5000,1 ,N,69,N,N,5.08333333333333
2019-05-26T10:09:29Z,2019-05-26T10:14:44Z,27,0,20000,2 ,P,43,PO,N,5.25
2019-02-23T15:57:04Z,2019-02-23T16:01:17Z,25,0,0,1 ,P,26,P,P,4.21666666666667
2019-02-24T15:04:00Z,2019-02-24T15:07:52Z,51,0,6000,2 ,P,30,PO,N,3.86666666666667
2019-02-25T16:51:34Z,2019-02-25T16:55:55Z,24,0,5000,2 ,P,11,PO,PO,4.35
2019-02-24T19:33:25Z,2019-02-24T19:37:44Z,64,0,5000,2 ,P,71,P,P,4.31666666666667
2019-02-24T20:05:33Z,2019-02-24T20:09:09Z,21,0,2000,2 ,P,24,PO,P,3.6
2019-02-25T08:51:02Z,2019-02-25T08:55:11Z,24,0,20000,1 ,P,19,PO,PO,4.15
2019-04-04T17:02:21Z,2019-04-04T17:08:32Z,24,0,10000,2 ,P,11,P,N,6.18333333333333
2019-04-04T23:09:17Z,2019-04-04T23:13:54Z,24,0,1500,1 ,P,11,PO,N,4.61666666666667
2019-04-05T10:06:16Z,2019-04-05T10:10:39Z,28,0,0,2 ,N,77,N,N,4.38333333333333
2019-02-28T08:29:56Z,2019-02-28T08:34:09Z,55,0,7000,1 ,P,23,N,P,4.21666666666667
2019-03-01T18:41:31Z,2019-03-01T18:45:33Z,42,0,150000,3 ,N,83,N,N,4.03333333333333
2019-03-01T19:33:07Z,2019-03-01T19:36:38Z,55,1,1000,1 ,P,21,PO,N,3.51666666666667
2019-03-02T02:07:19Z,2019-03-02T02:13:32Z,46,0,80000,2 ,P,96,PO,P,6.21666666666667
2019-03-03T10:50:33Z,2019-03-03T10:56:40Z,27,0,50000,4 ,P,43,PO,N,6.11666666666667
2019-03-03T11:31:16Z,2019-03-03T11:37:29Z,24,0,60000,2 ,N,11,PO,N,6.21666666666667
2019-03-03T15:30:23Z,2019-03-03T15:34:39Z,27,0,5000,1 ,P,28,PO,N,4.26666666666667
2019-04-06T13:06:42Z,2019-04-06T13:12:14Z,49,0,5000,2 ,N,51,P,N,5.53333333333333
2019-03-07T06:20:34Z,2019-03-07T06:27:35Z,22,0,15000,1 ,P,30,PO,P,7.01666666666667
2019-03-07T06:33:57Z,2019-03-07T06:38:44Z,25,0,50000,6 ,N,26,PO,N,4.78333333333333
2019-03-07T07:19:48Z,2019-03-07T07:26:10Z,22,0,250,1 ,P,76,P,N,6.36666666666667
2019-03-07T10:21:31Z,2019-03-07T10:27:25Z,24,0,0,1 ,N,16,N,N,5.9
2019-03-08T16:59:55Z,2019-03-08T17:03:19Z,93,0,500,1 ,P,75,N,P,3.4
2019-05-04T16:23:52Z,2019-05-04T16:27:19Z,44,0,25000,1 ,P,71,PO,P,3.45
2019-05-04T16:37:47Z,2019-05-04T16:44:47Z,24,0,25000,2 ,P,11,PO,N,7
2019-03-10T06:30:12Z,2019-03-10T06:35:02Z,22,0,100000,4 ,P,76,P,N,4.83333333333333
2019-03-12T00:55:00Z,2019-03-12T00:58:58Z,22,0,300,1 ,P,55,PO,P,3.96666666666667
2019-03-11T17:14:36Z,2019-03-11T17:18:37Z,53,0,5000,1 ,P,36,PO,N,4.01666666666667
2019-03-11T21:04:08Z,2019-03-11T21:08:11Z,24,1,1000,2 ,P,11,P,P,4.05
2019-02-01T20:43:39Z,2019-02-01T20:48:13Z,66,0,100000,2 ,P,83,P,N,4.56666666666667
2019-02-01T20:21:28Z,2019-02-01T20:25:14Z,24,0,5000,2 ,N,11,P,N,3.76666666666667
2019-02-02T14:59:38Z,2019-02-02T15:03:12Z,44,0,0,1 ,P,71,PO,P,3.56666666666667
2019-02-02T22:06:09Z,2019-02-02T22:09:39Z,22,0,100,1 ,P,71,PO,N,3.5
2019-02-03T17:21:38Z,2019-02-03T17:24:50Z,35,0,1000,2 ,P,23,N,P,3.2
2019-02-03T19:52:12Z,2019-02-03T19:55:58Z,44,0,0,1 ,P,71,PO,P,3.76666666666667
2019-04-08T18:04:24Z,2019-04-08T18:09:11Z,55,1,15000,1 ,P,30,PO,P,4.78333333333333
2019-04-10T00:33:47Z,2019-04-10T00:41:08Z,24,0,100000,1 ,N,11,N,N,7.35
2019-04-10T13:13:42Z,2019-04-10T13:16:30Z,24,0,1000,1 ,P,71,P,N,2.8
2019-02-07T20:48:43Z,2019-02-07T20:53:28Z,24,1,5000,2 ,P,11,PO,P,4.75
2019-02-06T21:02:54Z,2019-02-06T21:08:28Z,22,0,10000,7 ,P,26,PO,N,5.56666666666667
2019-02-07T08:54:55Z,2019-02-07T08:59:37Z,25,0,1000,1 ,P,71,PO,N,4.7
2019-02-07T10:24:49Z,2019-02-07T10:28:40Z,23,0,5000,2 ,P,11,PO,P,3.85
2019-02-07T16:09:00Z,2019-02-07T16:15:00Z,22,0,5000,1 ,P,71,PO,P,6
2019-02-07T18:56:19Z,2019-02-07T19:01:29Z,24,0,10000,2 ,P,11,PO,N,5.16666666666667
2019-02-08T02:27:54Z,2019-02-08T02:32:06Z,44,0,10000,2 ,P,26,PO,P,4.2
2019-03-13T16:15:42Z,2019-03-13T16:20:11Z,21,0,35000,3 ,P,49,PO,N,4.48333333333333
2019-03-15T01:48:05Z,2019-03-15T01:54:38Z,44,0,5000,2 ,P,92,PO,N,6.55
2019-02-10T13:56:59Z,2019-02-10T14:00:05Z,24,0,3000,2 ,N,11,PO,N,3.1
2019-02-11T13:41:34Z,2019-02-11T13:46:44Z,55,0,0,1 ,P,72,PO,P,5.16666666666667
2019-02-11T21:25:30Z,2019-02-11T21:29:38Z,91,0,500000,7 ,N,77,N,N,4.13333333333333
2019-02-10T13:26:59Z,2019-02-10T13:31:53Z,22,0,3000,2 ,P,55,PO,N,4.9
2019-02-11T04:02:45Z,2019-02-11T04:09:05Z,21,0,500000,4 ,P,41,PO,P,6.33333333333333
2019-02-12T01:20:57Z,2019-02-12T01:25:15Z,24,0,100,1 ,P,13,PO,N,4.3
2019-02-13T12:50:39Z,2019-02-13T12:56:49Z,83,0,5000,1 ,P,20,PO,P,6.16666666666667
2019-02-12T12:44:57Z,2019-02-12T12:50:13Z,92,0,20000,2 ,P,15,P,P,5.26666666666667
2018-12-19T21:24:46Z,2018-12-19T21:31:03Z,24,0,5000,2 ,N,11,P,N,6.28333333333333
2018-12-20T12:41:40Z,2018-12-20T12:45:31Z,41,0,75000,3 ,N,55,PO,N,3.85
2019-03-16T01:52:45Z,2019-03-16T01:57:37Z,64,0,10000,2 ,P,71,P,P,4.86666666666667
2019-02-14T17:54:52Z,2019-02-14T17:58:24Z,58,0,0,1 ,P,12,N,N,3.53333333333333
2019-02-15T01:36:20Z,2019-02-15T01:41:33Z,83,0,1500000,2 ,P,81,N,N,5.21666666666667
2019-02-15T02:39:11Z,2019-02-15T02:45:20Z,22,0,5000,2 ,P,55,PO,P,6.15
2019-02-15T15:16:20Z,2019-02-15T15:20:15Z,22,0,20000,2 ,P,73,PO,N,3.91666666666667
2019-02-15T12:09:22Z,2019-02-15T12:16:19Z,83,0,4000,1 ,P,23,PO,P,6.95
2019-01-06T19:43:02Z,2019-01-06T19:47:03Z,24,0,200,1 ,P,12,PO,N,4.01666666666667
2019-01-07T04:48:02Z,2019-01-07T04:52:55Z,13,0,0,1 ,P,75,PO,N,4.88333333333333
2019-01-07T16:44:21Z,2019-01-07T16:48:07Z,24,0,65000,2 ,P,11,PO,N,3.76666666666667
2019-01-06T01:03:40Z,2019-01-06T01:08:19Z,25,0,20000,2 ,P,77,PO,PO,4.65
2019-01-06T12:14:44Z,2019-01-06T12:19:50Z,24,0,15000,2 ,P,11,PO,N,5.1
2019-01-06T15:45:54Z,2019-01-06T15:49:51Z,24,0,1500,2 ,P,11,P,N,3.95
2019-01-10T16:51:08Z,2019-01-10T16:57:51Z,24,0,25000,2 ,N,11,N,N,6.71666666666667
2019-01-10T19:36:47Z,2019-01-10T19:41:13Z,24,0,20000,2 ,N,11,N,N,4.43333333333333
2019-01-11T03:14:14Z,2019-01-11T03:21:42Z,30,0,10000,2 ,P,47,PO,PO,7.46666666666667
2019-01-11T19:57:39Z,2019-01-11T20:03:21Z,24,0,1000,2 ,P,11,P,P,5.7
2019-01-11T15:50:42Z,2019-01-11T15:54:29Z,24,0,125000,3 ,P,11,PO,N,3.78333333333333
2019-01-11T18:20:46Z,2019-01-11T18:23:21Z,22,0,500,1 ,P,75,PO,N,2.58333333333333
2019-04-11T20:25:09Z,2019-04-11T20:29:06Z,53,0,150000,2 ,P,17,PO,N,3.95
2019-04-12T08:36:30Z,2019-04-12T08:40:58Z,64,1,60000,9 ,N,71,P,N,4.46666666666667
2019-01-13T23:55:49Z,2019-01-13T23:59:56Z,24,0,2000,2 ,P,11,PO,N,4.11666666666667
2019-01-14T14:37:00Z,2019-01-14T14:41:48Z,13,0,50000,1 ,N,72,PO,N,4.8
2019-01-15T17:13:41Z,2019-01-15T17:18:16Z,19,0,500,1 ,N,43,P,N,4.58333333333333
2019-02-18T01:42:24Z,2019-02-18T01:50:11Z,64,0,20000,2 ,P,71,PO,P,7.78333333333333
2019-02-18T15:21:59Z,2019-02-18T15:27:28Z,50,0,10000,3 ,N,34,PO,N,5.48333333333333
2019-02-19T00:04:27Z,2019-02-19T00:10:14Z,24,0,400,1 ,P,13,PO,PO,5.78333333333333
2019-01-18T20:38:29Z,2019-01-18T20:43:56Z,42,0,6000,2 ,N,28,N,N,5.45
2019-01-19T22:53:31Z,2019-01-19T22:59:50Z,44,0,1,1 ,P,71,PO,P,6.31666666666667
2019-01-20T04:04:39Z,2019-01-20T04:12:43Z,42,0,100,2 ,P,55,N,P,8.06666666666667
2019-01-20T07:48:20Z,2019-01-20T07:56:08Z,24,0,1000,2 ,P,11,P,P,7.8
2019-01-20T16:39:23Z,2019-01-20T16:45:17Z,24,0,50000,3 ,P,11,PO,P,5.9
2018-12-11T22:27:24Z,2018-12-11T22:31:48Z,27,0,5000,2 ,P,43,PO,P,4.4
2018-12-15T12:00:58Z,2018-12-15T12:07:31Z,21,1,10,1 ,P,11,P,N,6.55
2018-12-16T13:55:29Z,2018-12-16T14:00:48Z,24,3,200000,2 ,P,12,PO,N,5.31666666666667
2018-12-16T15:39:26Z,2018-12-16T15:44:26Z,44,0,0,1 ,P,71,PO,N,5
2018-12-17T02:15:05Z,2018-12-17T02:20:09Z,24,1,60000,4 ,P,71,PO,N,5.06666666666667
2018-12-17T04:09:05Z,2018-12-17T04:13:19Z,21,0,5000,1 ,P,76,PO,P,4.23333333333333
2019-02-19T12:07:34Z,2019-02-19T12:13:30Z,22,0,50000,4 ,N,71,P,N,5.93333333333333
2019-02-20T18:44:29Z,2019-02-20T18:46:17Z,21,0,1000,2 ,P,37,PO,P,1.8
2019-02-20T22:22:42Z,2019-02-20T22:28:00Z,24,0,10000,1 ,P,11,PO,PO,5.3
2019-02-21T11:52:28Z,2019-02-21T11:58:47Z,81,0,7000,1 ,N,82,N,N,6.31666666666667
2019-01-22T18:50:38Z,2019-01-22T18:56:12Z,24,0,2000,1 ,P,11,PO,P,5.56666666666667
2019-01-23T13:41:48Z,2019-01-23T13:46:07Z,45,0,50000,1 ,P,52,PO,PO,4.31666666666667
2019-01-23T17:54:06Z,2019-01-23T18:00:44Z,44,0,0,1 ,P,84,N,P,6.63333333333333
2019-01-23T17:57:33Z,2019-01-23T18:02:42Z,24,0,5000,1 ,P,12,P,P,5.15
2018-12-22T05:22:45Z,2018-12-22T05:28:31Z,69,0,500000,2 ,N,24,PO,N,5.76666666666667
2018-12-22T10:08:21Z,2018-12-22T10:13:31Z,66,0,50000,7 ,N,24,PO,N,5.16666666666667
2018-12-22T12:51:12Z,2018-12-22T12:56:10Z,50,0,100000,4 ,N,26,PO,N,4.96666666666667
2018-12-22T18:26:29Z,2018-12-22T18:32:25Z,22,0,75000,4 ,P,34,PO,N,5.93333333333333
2018-12-24T10:56:46Z,2018-12-24T10:59:52Z,24,1,3000,2 ,P,11,PO,N,3.1
2019-03-19T12:40:20Z,2019-03-19T12:43:46Z,50,0,50000,7 ,N,73,P,N,3.43333333333333
2019-03-19T12:50:52Z,2019-03-19T12:58:20Z,25,3,500000,10,P,73,PO,N,7.46666666666667
2019-03-20T08:34:08Z,2019-03-20T08:37:45Z,21,0,5500,2 ,P,29,PO,P,3.61666666666667
2018-11-05T06:16:19Z,2018-11-05T06:21:09Z,39,0,5000,2 ,P,77,PO,N,4.83333333333333
2018-11-05T10:00:17Z,2018-11-05T10:05:17Z,21,0,50,1 ,P,71,PO,N,5
2018-11-06T17:13:42Z,2018-11-06T17:17:26Z,24,0,3000,1 ,N,12,PO,N,3.73333333333333
2018-11-06T12:08:38Z,2018-11-06T12:14:03Z,24,1,50,1 ,P,11,PO,P,5.41666666666667
2018-11-06T18:56:46Z,2018-11-06T19:03:13Z,41,0,1500,1 ,P,30,P,N,6.45
2018-11-06T20:34:23Z,2018-11-06T20:40:57Z,21,0,7000,2 ,P,55,PO,P,6.56666666666667
2018-11-09T06:37:38Z,2018-11-09T06:41:46Z,12,0,5000,1 ,P,30,PO,P,4.13333333333333
2018-12-29T09:04:29Z,2018-12-29T09:09:33Z,49,0,10000,2 ,P,14,PO,PO,5.06666666666667
2018-12-28T15:25:49Z,2018-12-28T15:30:36Z,21,1,300,1 ,N,43,PO,N,4.78333333333333
2018-12-29T01:32:33Z,2018-12-29T01:35:53Z,11,0,2000,1 ,P,55,PO,N,3.33333333333333
2018-11-17T07:13:12Z,2018-11-17T07:17:53Z,11,0,0,1 ,P,76,PO,P,4.68333333333333
2018-11-17T15:23:15Z,2018-11-17T15:27:43Z,27,0,1000,1 ,P,43,P,N,4.46666666666667
2018-11-17T15:45:47Z,2018-11-17T15:48:55Z,24,0,10000,2 ,P,19,P,P,3.13333333333333
2018-11-18T04:13:56Z,2018-11-18T04:19:26Z,11,0,1,1 ,P,76,PO,N,5.5
2018-11-18T04:56:03Z,2018-11-18T05:00:26Z,21,0,25000,2 ,P,36,PO,N,4.38333333333333
2018-11-18T15:17:25Z,2018-11-18T15:20:18Z,24,0,1000,2 ,P,11,P,P,2.88333333333333
2018-11-18T18:11:28Z,2018-11-18T18:16:19Z,24,0,10000,2 ,P,11,PO,P,4.85
2018-11-18T21:11:17Z,2018-11-18T21:16:00Z,41,0,500,1 ,N,32,P,N,4.71666666666667
2018-11-18T21:39:07Z,2018-11-18T21:45:01Z,24,0,15000,2 ,P,11,PO,N,5.9
2018-12-31T06:32:05Z,2018-12-31T06:36:30Z,22,0,5000,2 ,P,28,PO,N,4.41666666666667
2018-12-30T01:30:13Z,2018-12-30T01:36:05Z,44,0,0,2 ,P,71,PO,P,5.86666666666667
2018-11-20T17:50:44Z,2018-11-20T17:54:12Z,21,0,0,1 ,P,71,PO,P,3.46666666666667
2018-11-21T09:18:52Z,2018-11-21T09:21:48Z,55,0,300,1 ,P,73,N,N,2.93333333333333
2018-11-22T02:39:14Z,2018-11-22T02:44:14Z,83,0,250000,1 ,P,30,PO,P,5
2018-11-22T03:56:41Z,2018-11-22T04:03:51Z,21,0,8000,3 ,P,33,PO,N,7.16666666666667
2018-11-22T07:22:45Z,2018-11-22T07:27:25Z,22,1,5000,1 ,P,73,PO,PO,4.66666666666667
2018-11-22T12:08:37Z,2018-11-22T12:13:21Z,81,0,50000,1 ,P,81,PO,PO,4.73333333333333
2019-01-27T05:53:34Z,2019-01-27T05:58:25Z,22,1,150,1 ,P,75,PO,P,4.85
2019-01-28T14:42:32Z,2019-01-28T14:51:01Z,24,1,90000,4 ,P,11,PO,N,8.48333333333333
2018-11-24T20:27:52Z,2018-11-24T20:31:48Z,24,0,0,1 ,P,11,P,P,3.93333333333333
2018-11-25T08:38:39Z,2018-11-25T08:43:46Z,84,0,1000,1 ,P,22,P,N,5.11666666666667
2018-11-25T13:08:32Z,2018-11-25T13:11:41Z,24,0,1000,2 ,P,11,P,N,3.15
2018-11-25T16:25:06Z,2018-11-25T16:28:41Z,21,0,0,1 ,P,83,P,N,3.58333333333333
2018-11-25T20:39:57Z,2018-11-25T20:44:58Z,27,0,15000,1 ,P,43,PO,N,5.01666666666667
2018-11-25T20:54:42Z,2018-11-25T20:59:48Z,62,0,30000,1 ,P,31,N,N,5.1
2018-11-26T14:21:36Z,2018-11-26T14:26:10Z,22,0,6000,2 ,P,71,PO,N,4.56666666666667
2018-11-26T10:44:01Z,2018-11-26T10:49:57Z,53,0,5000,1 ,N,36,PO,N,5.93333333333333
2019-01-01T13:45:55Z,2019-01-01T13:52:14Z,24,0,10000,2 ,P,11,N,N,6.31666666666667
2019-01-02T00:18:20Z,2019-01-02T00:21:49Z,12,0,1000,1 ,P,71,PO,P,3.48333333333333
2019-01-02T22:53:40Z,2019-01-02T22:57:11Z,44,0,100,2 ,P,77,P,PO,3.51666666666667
2018-12-02T05:00:58Z,2018-12-02T05:04:47Z,24,1,1200,2 ,P,11,PO,N,3.81666666666667
2018-10-25T05:23:03Z,2018-10-25T05:27:40Z,13,0,100,1 ,P,93,N,P,4.61666666666667
2018-10-25T11:43:36Z,2018-10-25T11:48:23Z,47,0,1000,1 ,P,71,P,P,4.78333333333333
2018-10-25T15:39:44Z,2018-10-25T15:44:46Z,46,0,100,1 ,P,96,P,P,5.03333333333333
2018-10-26T14:47:39Z,2018-10-26T14:51:44Z,24,0,5000,2 ,N,11,PO,N,4.08333333333333
2018-10-26T18:19:05Z,2018-10-26T18:21:31Z,24,0,50,1 ,P,83,N,P,2.43333333333333
2018-11-06T22:31:00Z,2018-11-06T22:33:32Z,13,0,0,1 ,P,77,PO,N,2.53333333333333
2018-11-07T19:13:35Z,2018-11-07T19:18:17Z,27,0,5000,1 ,N,24,PO,N,4.7
2018-11-07T22:31:47Z,2018-11-07T22:37:52Z,41,0,300,2 ,P,55,PO,P,6.08333333333333
2018-10-27T14:17:45Z,2018-10-27T14:22:03Z,21,0,20,1 ,P,55,PO,N,4.3
2018-10-27T19:16:56Z,2018-10-27T19:18:55Z,24,0,500,1 ,P,12,P,N,1.98333333333333
2018-10-28T07:21:58Z,2018-10-28T07:26:11Z,21,0,10000,2 ,P,33,PO,N,4.21666666666667
2018-10-29T02:00:46Z,2018-10-29T02:06:29Z,22,1,100000,2 ,P,71,P,N,5.71666666666667
2018-10-29T22:22:22Z,2018-10-29T22:26:38Z,27,0,5000,2 ,P,43,PO,PO,4.26666666666667
2018-12-04T04:53:33Z,2018-12-04T04:57:23Z,21,0,100,1 ,P,51,PO,P,3.83333333333333
2018-12-04T06:45:34Z,2018-12-04T06:50:01Z,12,0,5000,2 ,P,77,PO,P,4.45
2018-11-02T08:21:43Z,2018-11-02T08:26:09Z,21,0,1000,1 ,P,71,PO,P,4.43333333333333
2018-11-02T11:03:12Z,2018-11-02T11:07:33Z,32,0,25000,2 ,P,77,P,N,4.35
2018-11-03T14:01:10Z,2018-11-03T14:05:33Z,64,0,100,2 ,P,79,P,N,4.38333333333333
2018-11-05T11:56:10Z,2018-11-05T12:03:52Z,21,0,50000,2 ,P,37,P,N,7.7
2019-01-03T10:06:11Z,2019-01-03T10:09:37Z,22,1,5000,2 ,P,55,N,N,3.43333333333333
2019-01-04T00:55:47Z,2019-01-04T01:00:46Z,31,0,400000,2 ,N,72,N,N,4.98333333333333
2019-01-04T01:18:46Z,2019-01-04T01:24:18Z,24,0,50000,2 ,P,11,PO,PO,5.53333333333333
2018-12-06T13:54:29Z,2018-12-06T13:59:02Z,24,1,2000,1 ,P,11,PO,N,4.55
2018-12-06T13:18:48Z,2018-12-06T13:23:29Z,24,0,1000,1 ,P,12,P,P,4.68333333333333
2018-12-06T16:38:42Z,2018-12-06T16:44:51Z,62,0,200,1 ,P,73,P,P,6.15
2018-12-07T15:25:06Z,2018-12-07T15:29:54Z,64,1,5000,2 ,P,71,PO,N,4.8
2018-12-08T20:28:26Z,2018-12-08T20:34:37Z,27,0,500,1 ,N,43,P,N,6.18333333333333
2018-12-09T14:34:53Z,2018-12-09T14:39:11Z,23,0,0,1 ,P,55,PO,N,4.3
2018-12-08T05:49:19Z,2018-12-08T05:56:05Z,55,0,1000,1 ,P,21,PO,P,6.76666666666667
2018-10-02T17:53:30Z,2018-10-02T17:57:22Z,50,0,80000,7 ,N,24,N,N,3.86666666666667
2018-10-02T22:21:14Z,2018-10-02T22:27:06Z,12,0,2000,2 ,P,75,PO,P,5.86666666666667
2018-10-02T22:43:21Z,2018-10-02T22:46:44Z,13,0,200,1 ,P,71,PO,P,3.38333333333333
2018-10-03T19:45:07Z,2018-10-03T19:51:37Z,11,0,10000,3 ,N,71,N,N,6.5
2018-10-03T21:20:09Z,2018-10-03T21:24:54Z,31,0,20000,1 ,P,83,PO,PO,4.75
2019-01-29T09:56:08Z,2019-01-29T10:00:59Z,24,0,150000,5 ,P,11,PO,N,4.85
2019-01-29T13:44:00Z,2019-01-29T13:49:22Z,22,0,300,2 ,P,51,P,N,5.36666666666667
2018-10-06T16:53:15Z,2018-10-06T16:56:24Z,24,1,20000,3 ,P,11,PO,N,3.15
2018-10-06T23:50:36Z,2018-10-06T23:56:56Z,22,0,100,1 ,N,79,PO,N,6.33333333333333
2018-10-07T09:24:19Z,2018-10-07T09:27:31Z,29,0,1000,2 ,P,31,PO,PO,3.2
2018-10-08T01:07:25Z,2018-10-08T01:11:52Z,24,0,500,1 ,P,11,P,P,4.45
2018-10-08T21:08:15Z,2018-10-08T21:13:38Z,21,0,2000,1 ,N,26,N,N,5.38333333333333
2018-11-12T11:55:40Z,2018-11-12T12:02:16Z,87,0,2000,1 ,N,71,N,N,6.6
2018-11-12T16:41:47Z,2018-11-12T16:48:36Z,24,0,3000,2 ,P,11,PO,N,6.81666666666667
2018-11-12T22:06:34Z,2018-11-12T22:12:06Z,27,0,5000,2 ,P,43,PO,P,5.53333333333333
2018-11-13T10:44:30Z,2018-11-13T10:47:58Z,24,0,5000,2 ,P,12,P,N,3.46666666666667
2018-11-13T15:05:21Z,2018-11-13T15:09:34Z,24,0,0,1 ,P,12,P,P,4.21666666666667
2018-10-12T08:04:38Z,2018-10-12T08:06:31Z,22,1,1000,2 ,P,71,PO,P,1.88333333333333
2018-10-12T18:28:33Z,2018-10-12T18:34:58Z,31,0,10000,1 ,N,12,N,PO,6.41666666666667
2018-10-12T21:46:37Z,2018-10-12T21:50:17Z,41,1,5000,2 ,P,59,PO,N,3.66666666666667
2018-10-13T14:39:12Z,2018-10-13T14:43:33Z,24,0,5000,2 ,P,19,PO,N,4.35
2018-10-13T19:39:57Z,2018-10-13T19:42:44Z,24,1,2000,1 ,P,12,PO,N,2.78333333333333
2018-10-14T09:10:47Z,2018-10-14T09:15:29Z,27,0,10000,1 ,N,43,N,N,4.7
2018-08-20T18:54:15Z,2018-08-20T18:57:23Z,58,0,10000,2 ,P,17,PO,P,3.13333333333333
2018-08-21T12:51:05Z,2018-08-21T12:54:08Z,83,0,1000000,7 ,P,23,PO,P,3.05
2018-08-24T07:11:01Z,2018-08-24T07:16:22Z,24,0,1000,2 ,P,19,PO,N,5.35
2018-11-13T16:02:00Z,2018-11-13T16:05:25Z,24,0,3000,2 ,P,11,PO,N,3.41666666666667
2018-11-13T22:02:48Z,2018-11-13T22:07:35Z,30,0,80000,2 ,N,29,N,N,4.78333333333333
2018-10-14T22:45:15Z,2018-10-14T22:47:49Z,22,0,40000,3 ,P,51,PO,N,2.56666666666667
2018-10-16T11:23:06Z,2018-10-16T11:26:25Z,24,0,5000,2 ,P,11,P,N,3.31666666666667
2018-10-16T15:38:47Z,2018-10-16T15:44:00Z,64,0,2000,2 ,P,79,P,P,5.21666666666667
2018-10-16T16:27:57Z,2018-10-16T16:31:48Z,62,0,10000,1 ,P,73,N,P,3.85
2018-10-16T17:32:08Z,2018-10-16T17:35:25Z,24,0,10000,2 ,P,11,PO,N,3.28333333333333
2018-10-16T19:31:13Z,2018-10-16T19:36:05Z,24,0,1000,1 ,P,11,PO,P,4.86666666666667
2018-10-17T15:28:59Z,2018-10-17T15:34:41Z,24,0,3000,2 ,N,11,PO,N,5.7
2018-09-11T11:09:32Z,2018-09-11T11:14:03Z,61,0,2500,1 ,P,20,P,N,4.51666666666667
2018-09-13T17:27:00Z,2018-09-13T17:32:42Z,58,0,5000,1 ,P,11,N,P,5.7
2018-09-14T21:21:12Z,2018-09-14T21:24:23Z,24,0,5000,2 ,P,83,PO,P,3.18333333333333
2018-09-15T05:00:50Z,2018-09-15T05:06:03Z,24,0,500,1 ,P,12,P,P,5.21666666666667
2018-12-09T21:12:47Z,2018-12-09T21:17:18Z,23,0,600,1 ,P,55,PO,N,4.51666666666667
2018-12-10T20:31:00Z,2018-12-10T20:34:51Z,24,1,300,1 ,P,11,PO,N,3.85
2018-12-11T00:46:57Z,2018-12-11T00:52:13Z,22,0,100,2 ,P,34,P,P,5.26666666666667
2018-12-11T14:09:20Z,2018-12-11T14:13:58Z,24,0,900,2 ,P,11,PO,N,4.63333333333333
2018-09-17T12:49:36Z,2018-09-17T12:55:31Z,24,1,5000,2 ,P,11,PO,P,5.91666666666667
2018-09-17T13:45:52Z,2018-09-17T13:48:59Z,52,0,1000,1 ,P,31,P,P,3.11666666666667
2018-09-17T14:09:13Z,2018-09-17T14:13:22Z,42,0,10000,2 ,N,82,N,N,4.15
2018-09-17T16:05:16Z,2018-09-17T16:10:12Z,24,0,0,1 ,P,14,N,P,4.93333333333333
2018-09-18T11:50:06Z,2018-09-18T11:52:03Z,81,0,9999,1 ,P,82,PO,PO,1.95
2018-09-18T14:54:41Z,2018-09-18T14:58:06Z,24,0,2000,2 ,P,11,PO,N,3.41666666666667
2018-10-19T20:38:40Z,2018-10-19T20:44:15Z,70,0,3000,1 ,N,73,N,N,5.58333333333333
2018-10-20T13:35:08Z,2018-10-20T13:39:41Z,24,0,50,1 ,P,54,PO,N,4.55
2018-10-20T16:43:17Z,2018-10-20T16:49:03Z,31,0,300000,2 ,P,72,PO,PO,5.76666666666667
2018-09-19T22:31:21Z,2018-09-19T22:33:01Z,68,0,20000,2 ,N,52,PO,N,1.66666666666667
2018-09-20T20:40:03Z,2018-09-20T20:44:40Z,31,0,5000,2 ,N,96,N,N,4.61666666666667
2018-09-20T21:25:47Z,2018-09-20T21:29:47Z,24,0,400,2 ,P,11,PO,N,4
2018-09-21T13:37:26Z,2018-09-21T13:42:19Z,44,0,1000,1 ,P,71,P,P,4.88333333333333
2018-09-21T16:49:04Z,2018-09-21T16:54:10Z,24,0,1000,2 ,P,11,P,N,5.1
2018-10-22T14:18:55Z,2018-10-22T14:24:52Z,61,0,200,1 ,P,79,PO,N,5.95
2018-09-24T22:38:21Z,2018-09-24T22:43:35Z,24,0,40000,2 ,P,11,PO,P,5.23333333333333
2018-09-25T05:24:30Z,2018-09-25T05:30:48Z,44,0,5000,2 ,P,79,PO,N,6.3
2018-08-17T16:39:02Z,2018-08-17T16:46:49Z,62,0,400000,9 ,P,95,PO,N,7.78333333333333
